Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Artwork frame material (product.metafields.shopify.artwork-frame-material),Coffee/Tea set pieces included (product.metafields.shopify.coffee-tea-set-pieces-included),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Desk organizer features (product.metafields.shopify.desk-organizer-features),Display sign design (product.metafields.shopify.display-sign-design),Display technology (product.metafields.shopify.display-technology),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Mounting hardware (product.metafields.shopify.mounting-hardware),Portability (product.metafields.shopify.portability),Shape (product.metafields.shopify.shape),Stationery binding type (product.metafields.shopify.stationery-binding-type),Suitable space (product.metafields.shopify.suitable-space),Theme (product.metafields.shopify.theme),Vase shape (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
personalized-wooden-photo-clock,,,,,,,,,9X6IN,,,,,,,,,350.0,,0.0,deny,manual,999.0,1299.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Gemini_Generated_Image_222el9222el9222e.png?v=1758951284,g,,,
pre-wedding-premium,Pre Wedding Premium,"<p><strong>All-in-one destination pre-wedding package! Capture your love story with stunning photography &amp; cinematic videography. Scenic locations, expert team, and timeless memories-all in one perfect bundle.<br><br>Pre-Wedding Standard Package - ₹50,000</strong><br>Capture your love story anywhere in India with our 2-3 day shoot package!<br><strong>Includes:</strong><br>1 Professional Photographer<br>1 Cinematographer<br>Aerial (Drone) Videography Optional &amp; Charged Extra (Available only in open/allowed areas)<br><strong>Deliverables:</strong><br>All Raw Photos &amp; Videos<br>50 High-Quality Retouched Photos<br>1 Pre-Wedding Cinematic Video (3-5 mins)<br>1 Teaser Video<br>10 Instagram Reels<br>Perfect for couples seeking timeless, cinematic memories.<br><strong>The client is required to pay 20% of the proposed amount to block the date with us, which is non refundable.<br></strong></p>",Wedding Capital,Cameras & Optics > Photography,Pre Wedding Packages,,True,Select days,1 Day Shoot,,,,,,,,,0.0,,0.0,deny,manual,29999.0,74999.0,False,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Premium.jpg?v=1757221638,1.0,,False,,,,,,,,,,,,,,,,,,white; green; dots; black; floral; blue; beige,,,,,,,,,,,,,,,kg,,,active
pre-wedding-premium,,,,,,,,,2 Days Shoot,,,,,,,,,0.0,,0.0,deny,manual,39999.0,74999.0,False,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484065756_1025362386431254_951846095470148936_n.jpg?v=1757221743,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-wedding-premium,,,,,,,,,3 Days Shoot,,,,,,,,,0.0,,0.0,deny,manual,49999.0,74999.0,False,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484505885_1025362366431256_2868909833589930745_n.jpg?v=1757221743,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-wedding-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484532984_1025747106392782_8299769817145335864_n.jpg?v=1757221744,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484751651_1026610379639788_5203470014326790475_n.jpg?v=1757221744,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485614328_1030783459222480_3562890938395596179_n.jpg?v=1757221744,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487171301_1035174185450074_5492997156359111665_n.jpg?v=1757221744,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487212721_1035063702127789_5441410910579052128_n.jpg?v=1757221744,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/489569060_1043099151324244_696599366044563579_n.jpg?v=1757221746,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/489774838_1043099464657546_3793781940470054029_n.jpg?v=1757221744,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-wow,Pre Wedding-WOW!,"<p><strong>One-Day Pre-Wedding Photography Package: Capture your love story in stunning locations with professional poses, candid moments, and creative concepts. Includes edited photos and a highlight reel. Perfect for save the date or social media!<br><br></strong><strong></strong></p>
<h3 data-start=""84"" data-end=""132""><strong data-start=""88"" data-end=""130"">Pre-Wedding Wow Package – ₹8,000 Only!</strong></h3>
<p data-start=""133"" data-end=""277"">Make your love story unforgettable with our <strong data-start=""177"" data-end=""204"">Pre-Wedding Wow Package</strong>, designed to beautifully capture your special bond in stunning frames.</p>
<p data-start=""279"" data-end=""304""><strong data-start=""279"" data-end=""302"">Package Highlights:</strong></p>
<ul data-start=""305"" data-end=""502"">
<li data-start=""305"" data-end=""365"">
<p data-start=""307"" data-end=""365""><strong data-start=""307"" data-end=""324"">One-Day Shoot</strong> at 1–2 scenic locations within Kolkata</p>
</li>
<li data-start=""366"" data-end=""413"">
<p data-start=""368"" data-end=""413"">Coverage by <strong data-start=""380"" data-end=""411"">1 Professional Photographer</strong></p>
</li>
<li data-start=""414"" data-end=""446"">
<p data-start=""416"" data-end=""446""><strong data-start=""416"" data-end=""434"">All RAW Copies</strong> delivered</p>
</li>
<li data-start=""447"" data-end=""502"">
<p data-start=""449"" data-end=""502""><strong data-start=""449"" data-end=""480"">30 Premium Retouched Photos</strong> to treasure forever</p>
</li>
</ul>
<p data-start=""504"" data-end=""570"">✨ <em data-start=""506"" data-end=""520"">Please Note:</em> Video coverage is not included in this package.</p>
<p data-start=""572"" data-end=""715""><strong data-start=""572"" data-end=""591"">Booking Policy:</strong><br data-start=""591"" data-end=""594"">To confirm your date, a <strong data-start=""618"" data-end=""641"">20% advance payment</strong> is required at the time of booking. This advance is <strong data-start=""694"" data-end=""712"">non-refundable</strong>.</p>
<p><strong><br></strong></p>",Wedding Capital,Cameras & Optics > Photography,Pre Wedding Packages,,True,Choose Shoot Days,1 Day Shoot,,,,,,,,,0.0,,0.0,deny,manual,7999.0,14999.0,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/WOW.jpg?v=1757310607,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pre-wedding-wow,,,,,,,,,2 Days Shoot,,,,,,,,,0.0,,0.0,deny,manual,11999.0,14999.0,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/152993227_101951488616755_6688552796560553563_n.jpg?v=1757310705,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-wedding-wow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/472173863_1022464606565434_2622794875242007681_n.jpg?v=1757310704,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-wow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/480333088_1003435078623985_1195059747672275020_n.jpg?v=1757310705,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-wow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/480704220_1003435358623957_5452353967554312417_n.jpg?v=1757310705,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-wow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/482136528_1064911155654112_4903012456358305976_n.jpg?v=1757310705,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-wow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484751651_1026610379639788_5203470014326790475_n_dd276a59-26c3-48bc-a71e-7f943344a28c.jpg?v=1757310705,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-wow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485694203_1030769392557220_6409253679318820624_n.jpg?v=1757310705,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,Pre Wedding Standard,"<p><strong>Single-day standard pre-wedding package includes 5-6 locations, 50 edited photos, cinematic highlights video, and outfit changes. Perfect for capturing timeless moments before your big day.<br><br></strong></p>
<h3 data-start=""88"" data-end=""136""><strong data-start=""92"" data-end=""134"">Pre-Wedding Standard Package – ₹20,000</strong></h3>
<p data-start=""137"" data-end=""391"">Celebrate your love story with our <strong data-start=""172"" data-end=""204"">Pre-Wedding Standard Package</strong>, designed to capture every romantic moment in the most cinematic way. With multiple iconic backdrops across Kolkata, this package ensures you have timeless memories to cherish forever.</p>
<p data-start=""393"" data-end=""418""><strong data-start=""393"" data-end=""416"">Package Highlights:</strong></p>
<ul data-start=""419"" data-end=""641"">
<li data-start=""419"" data-end=""479"">
<p data-start=""421"" data-end=""479""><strong data-start=""421"" data-end=""438"">One-Day Shoot</strong> across 5–6 iconic locations in Kolkata</p>
</li>
<li data-start=""480"" data-end=""547"">
<p data-start=""482"" data-end=""547"">Coverage by <strong data-start=""494"" data-end=""545"">1 Professional Photographer &amp; 1 Cinematographer</strong></p>
</li>
<li data-start=""548"" data-end=""641"">
<p data-start=""550"" data-end=""641"">Optional <strong data-start=""559"" data-end=""589"">Aerial Videography (Drone)</strong> available at extra cost (in permitted open areas)</p>
</li>
</ul>
<p data-start=""643"" data-end=""662""><strong data-start=""643"" data-end=""660"">Deliverables:</strong></p>
<ul data-start=""663"" data-end=""802"">
<li data-start=""663"" data-end=""690"">
<p data-start=""665"" data-end=""690"">All RAW Photos &amp; Videos</p>
</li>
<li data-start=""691"" data-end=""731"">
<p data-start=""693"" data-end=""731""><strong data-start=""693"" data-end=""729"">30 High-Quality Retouched Photos</strong></p>
</li>
<li data-start=""732"" data-end=""779"">
<p data-start=""734"" data-end=""779""><strong data-start=""734"" data-end=""777"">1 Cinematic Pre-Wedding Film (3–5 mins)</strong></p>
</li>
<li data-start=""780"" data-end=""802"">
<p data-start=""782"" data-end=""802""><strong data-start=""782"" data-end=""800"">1 Teaser Video</strong></p>
</li>
</ul>
<p data-start=""804"" data-end=""869"">✨ <em data-start=""806"" data-end=""867"">A perfect package to treasure your bond before the big day.</em></p>
<p data-start=""871"" data-end=""987""><strong data-start=""871"" data-end=""890"">Booking Policy:</strong><br data-start=""890"" data-end=""893"">A <strong data-start=""895"" data-end=""918"">20% advance payment</strong> is required to block the date. This advance is <strong data-start=""966"" data-end=""984"">non-refundable</strong>.</p>
<p><strong><br></strong></p>",Wedding Capital,Cameras & Optics > Photography,Pre Wedding Packages,,True,Choose Options,1 Day Shoot,,,,,,,,,0.0,,0.0,deny,manual,14999.0,39999.0,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/Standard.jpg?v=1757311831,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pre-wedding-standard,,,,,,,,,2 Days Shoot,,,,,,,,,0.0,,0.0,deny,manual,19999.0,39999.0,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484226371_1025361966431296_163546729478831258_n.jpg?v=1757312086,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484505885_1025362366431256_2868909833589930745_n_3129de64-57ab-445f-a14b-d471d367a90e.jpg?v=1757312087,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484974437_1026610356306457_2096072453102922597_n.jpg?v=1757312089,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484996580_1025311396436353_8779940166871526301_n.jpg?v=1757312089,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485002518_1025311173103042_2386999516013385552_n.jpg?v=1757312089,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485158471_1025237706443722_436426289709221185_n.jpg?v=1757312089,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485178569_1026611289639697_9039257277299672032_n.jpg?v=1757312089,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485306917_1026611326306360_3634032474859561854_n.jpg?v=1757312090,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485654391_1030783742555785_5693388662628316977_n.jpg?v=1757312088,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485804213_1027987579502068_7260867503417180469_n.jpg?v=1757312089,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486258941_1030783749222451_7207725740074973259_n.jpg?v=1757312088,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486436546_1031867785780714_5128023939105246955_n.jpg?v=1757312089,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486573518_1031867805780712_6642843205509827124_n.jpg?v=1757312088,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486811367_1034853802148779_5733106362196375816_n.jpg?v=1757312089,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486871528_1034845145482978_2954334100409947660_n.jpg?v=1757312089,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486875993_1034849005482592_6323485422384659388_n.jpg?v=1757312089,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487171301_1035174185450074_5492997156359111665_n_1d8f1f9c-0a79-41c2-ac5b-3666ee20f7f6.jpg?v=1757312088,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487222295_1034846532149506_1944085333344371750_n.jpg?v=1757312088,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487463077_1034848995482593_3232263622893703965_n.jpg?v=1757312089,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pre-wedding-standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/493982192_1057306376570188_3640893033935133180_n.jpg?v=1757312089,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,Wedding Exclusive (Both side) VIP Package .,"<p><strong>Wedding Exclusive (Both Side) - VIP Package Premium photography &amp; cinematography covering both bride &amp; groom sides. Includes full event coverage, multiple shooters, cinematic video, highlight teaser, drone (where allowed), luxury albums, and high-quality edited photos<br><br></strong></p>
<h1 data-start=""210"" data-end=""283""><strong data-start=""212"" data-end=""281"">Luxury Wedding &amp; Pre-Wedding Photography &amp; Cinematography Package</strong></h1>
<p data-start=""285"" data-end=""522"">This <strong data-start=""290"" data-end=""320"">all-in-one premium package</strong> is crafted for couples who desire the <strong data-start=""359"" data-end=""395"">ultimate storytelling experience</strong> — from pre-wedding to post-wedding — executed by a professional team with <strong data-start=""470"" data-end=""494"">personalized service</strong> and <strong data-start=""499"" data-end=""519"">top-tier quality</strong>.</p>
<hr data-start=""524"" data-end=""527"">
<h2 data-start=""529"" data-end=""558""><strong data-start=""532"" data-end=""556"">Pre-Wedding Services</strong></h2>
<ul data-start=""559"" data-end=""1263"">
<li data-start=""559"" data-end=""647"">
<p data-start=""561"" data-end=""647"">Dedicated <strong data-start=""571"" data-end=""603"">Customer Service &amp; Team Lead</strong> for concept planning and smooth execution</p>
</li>
<li data-start=""648"" data-end=""730"">
<p data-start=""650"" data-end=""730""><strong data-start=""650"" data-end=""681"">Pan-India Pre-Wedding Shoot</strong> (Photo &amp; Video at any location of your choice)</p>
</li>
<li data-start=""731"" data-end=""801"">
<p data-start=""733"" data-end=""801""><strong data-start=""733"" data-end=""762"">Story-Based Concept Shoot</strong> creatively capturing your love story</p>
</li>
<li data-start=""802"" data-end=""859"">
<p data-start=""804"" data-end=""859""><strong data-start=""804"" data-end=""831"">3 Bridal Outfit Changes</strong> for variety in your shoot</p>
</li>
<li data-start=""860"" data-end=""899"">
<p data-start=""862"" data-end=""899""><strong data-start=""862"" data-end=""897"">50 Professionally Edited Images</strong></p>
</li>
<li data-start=""900"" data-end=""932"">
<p data-start=""902"" data-end=""932""><strong data-start=""902"" data-end=""930"">5 Reels for Social Media</strong></p>
</li>
<li data-start=""933"" data-end=""986"">
<p data-start=""935"" data-end=""986""><strong data-start=""935"" data-end=""984"">3–4 Minute Cinematic Teaser / Highlight Video</strong></p>
</li>
<li data-start=""987"" data-end=""1042"">
<p data-start=""989"" data-end=""1042""><strong data-start=""989"" data-end=""1014"">2 Days Drone Coverage</strong> (in permitted areas only)</p>
</li>
<li data-start=""1043"" data-end=""1094"">
<p data-start=""1045"" data-end=""1094""><strong data-start=""1045"" data-end=""1092"">2 Custom Animated Wedding Invitation Videos</strong></p>
</li>
<li data-start=""1095"" data-end=""1136"">
<p data-start=""1097"" data-end=""1136""><strong data-start=""1097"" data-end=""1134"">2 Premium Static Invitation Cards</strong></p>
</li>
<li data-start=""1137"" data-end=""1181"">
<p data-start=""1139"" data-end=""1181""><strong data-start=""1139"" data-end=""1179"">15 Creative Wedding Countdown Images</strong></p>
</li>
<li data-start=""1182"" data-end=""1263"">
<p data-start=""1184"" data-end=""1263""><strong data-start=""1184"" data-end=""1207"">AI-Enhanced Editing</strong> for object removal / additions to enhance your photos</p>
</li>
</ul>
<hr data-start=""1265"" data-end=""1268"">
<h2 data-start=""1270"" data-end=""1304""><strong data-start=""1273"" data-end=""1302"">Wedding Coverage (5 Days)</strong></h2>
<ul data-start=""1305"" data-end=""1520"">
<li data-start=""1305"" data-end=""1380"">
<p data-start=""1307"" data-end=""1380""><strong data-start=""1307"" data-end=""1335"">Full-event documentation</strong> covering all major functions across 5 days</p>
</li>
<li data-start=""1381"" data-end=""1457"">
<p data-start=""1383"" data-end=""1457""><strong data-start=""1383"" data-end=""1432"">Dedicated Team Lead &amp; Post-Production Manager</strong> for seamless execution</p>
</li>
<li data-start=""1458"" data-end=""1487"">
<p data-start=""1460"" data-end=""1487""><strong data-start=""1460"" data-end=""1485"">4 Elite Photographers</strong></p>
</li>
<li data-start=""1488"" data-end=""1520"">
<p data-start=""1490"" data-end=""1520""><strong data-start=""1490"" data-end=""1518"">4 Elite Cinematographers</strong></p>
</li>
</ul>
<hr data-start=""1522"" data-end=""1525"">
<h2 data-start=""1527"" data-end=""1548""><strong data-start=""1530"" data-end=""1546"">Deliverables</strong></h2>
<ul data-start=""1549"" data-end=""2000"">
<li data-start=""1549"" data-end=""1619"">
<p data-start=""1551"" data-end=""1619""><strong data-start=""1551"" data-end=""1583"">2 Premium Custom Cera Albums</strong> (200 pages – Bride &amp; Groom sides)</p>
</li>
<li data-start=""1620"" data-end=""1652"">
<p data-start=""1622"" data-end=""1652""><strong data-start=""1622"" data-end=""1650"">2 Handcrafted Mini Books</strong></p>
</li>
<li data-start=""1653"" data-end=""1692"">
<p data-start=""1655"" data-end=""1692""><strong data-start=""1655"" data-end=""1679"">1 Couple Memory Book</strong> (20 pages)</p>
</li>
<li data-start=""1693"" data-end=""1729"">
<p data-start=""1695"" data-end=""1729""><strong data-start=""1695"" data-end=""1727"">Cinematic Trailer (3–4 mins)</strong></p>
</li>
<li data-start=""1730"" data-end=""1770"">
<p data-start=""1732"" data-end=""1770""><strong data-start=""1732"" data-end=""1768"">Main Cinematic Film (45–50 mins)</strong></p>
</li>
<li data-start=""1771"" data-end=""1827"">
<p data-start=""1773"" data-end=""1827""><strong data-start=""1773"" data-end=""1825"">Full Traditional Wedding Video (Standard Length)</strong></p>
</li>
<li data-start=""1828"" data-end=""1857"">
<p data-start=""1830"" data-end=""1857""><strong data-start=""1830"" data-end=""1855"">13 Social Media Reels</strong></p>
</li>
<li data-start=""1858"" data-end=""1885"">
<p data-start=""1860"" data-end=""1885""><strong data-start=""1860"" data-end=""1883"">2 Designed Standees</strong></p>
</li>
<li data-start=""1886"" data-end=""1910"">
<p data-start=""1888"" data-end=""1910""><strong data-start=""1888"" data-end=""1908"">10 Framed Photos</strong></p>
</li>
<li data-start=""1911"" data-end=""1945"">
<p data-start=""1913"" data-end=""1945""><strong data-start=""1913"" data-end=""1943"">2 Premium LED Photo Frames</strong></p>
</li>
<li data-start=""1946"" data-end=""2000"">
<p data-start=""1948"" data-end=""2000""><strong data-start=""1948"" data-end=""1967"">Lifetime Backup</strong> (All Photos &amp; Standard Videos)</p>
</li>
</ul>
<hr data-start=""2002"" data-end=""2005"">
<p data-start=""2007"" data-end=""2147"">✨ <strong data-start=""2009"" data-end=""2145"">Experience full-scale cinematic storytelling, breathtaking visuals, and flawless service — making your memories truly unforgettable.</strong></p>
<p data-start=""2149"" data-end=""2272""><strong data-start=""2149"" data-end=""2168"">Booking Policy:</strong><br data-start=""2168"" data-end=""2171"">To confirm your booking, a <strong data-start=""2198"" data-end=""2221"">20% advance payment</strong> is required. This advance is <strong data-start=""2251"" data-end=""2269"">non-refundable</strong>.</p>
<p><strong><br></strong></p>",Wedding Capital,Cameras & Optics > Photography,Wedding packages,,True,Title,Default Title,,,,,,,,,0.0,,0.0,deny,manual,234999.0,249999.0,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/WeddingExclusiveVIP.jpg?v=1757312631,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485102075_1028404066127086_4844509549086573405_n.jpg?v=1757312725,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/470991279_1013403084138253_2067221292362268856_n.jpg?v=1757312725,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/472291850_1022493276562567_3383984229574028403_n.jpg?v=1757312726,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/481247670_1009027741398052_2114389528285760554_n.jpg?v=1757312726,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487171047_1036213308679495_4180564476255034935_n.jpg?v=1757312726,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
